uc_seq,name,gugun,lat,lng,여행지,title,subtitle,addr1,homepage_u,trfc_info,usage_day,hldy_info,usage_time,usage_amou,middle_siz,main_img_n,main_img_t,itemcntnts,geometry
304,을숙도,사하구,35.107143,128.94283,을숙도,"철새와 함께하는 아름다운 문화의 향연, 을숙도",낙동강의 물줄기와 남해 바닷물이 만나 일군 생태문화공연장,부산광역시 사하구 낙동남로 1240,http://wetland.busan.go.kr,b'eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020ed9598eb8ba8ec97ad2033ebb28820ecb69ceab5ac20e2869220332c2035352c2035382c2035382d322c203136382c203532302c20313030352c20323030302c2035382d312c2032323120ebb284ec8aa420ed9998ec8ab920ec9d84ec8899eb8f8428ebacb8ed9994ed9a8ceab4802920ed9598ecb0a820eb8f84ebb3b4203130ebb684ebb284ec8aa420332c2035352c2035382c2035382d322c203136382c203532302c20313030352c20323030302c2035382d312c2032323120ec9d84ec8899eb8f8428ebacb8ed9994ed9a8ceab4802920ed9598ecb0a820eb8f84ebb3b4203130ebb684eca3',-,연중무휴,매일을숙도생태공원 야간출입 제한(20:00~익일 08:00),무료(주차요금 별도),"공통 : 장애인 화장실, 장애인 주차구역, 휠체어접근 가능을숙도문화회관, 현대미술관, 낙동강하구에코센터 : 점자블록, 엘리베이터, 휠체어대여 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226143325464_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226143325464_thumbL,b'eb8299eb8f99eab095eca484eab8b0ec998020eb82a8ed95b420ebb094eb8bb7ebacbcec9db420ed9598eb829820eb9098eb8a9420eab3b32c20ebb984ec98a5ed959c20ed86a0ec9691eab3bc20ebafbcebacbc20ec96b4ed8ca8eba598ec9d9820ec839ded839ceca08120ebb3b4eab3a02c20eb8493ec9d8020eca780eb8c80ec998020ed928debb680ed959c20eba8b9ec9db420eb8d95ec979020eab2a8ec9ab820ecb2a0ec8388eb93a4ec9db420ebaaa8ec97aceb939ceb8a9420eab3b32c20ebb680ec82b0ec9d9820ec9584eba684eb8ba4ec9ab420ec84ac2c20ec9d84ec8899eb8f84eba5bc20ecb0beec9598eb8ba42e20ec9d84ec8899eb',POINT (128.94283 35.107143)
308,부산시청자미디어센터,해운대구,35.17255,129.1302,부산시청자미디어센터,네 꿈을 펼쳐라! 부산시청자미디어센터,-,부산광역시 해운대구 센텀중앙로 42,https://kcmf.or.kr/comc/busan/,"도시철도 2호선 센텀시티역 4번 출구 도보 7분버스 115, 181, 307, 해운대구3-1, 해운대구3-2 시청자미디어센터 하차주차 부산시청자미디어센터 주차장",-,"일요일, 공휴일",평일 10:00~22:00(토요일18:00까지),무료,"장애인 주차구역, 엘리베이터, 휠체어접근 가능, 장애인방송제작실, 휠체어 무료대여, 화면해설 제공, 배리어프리영상제작실",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226152407686_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226152407686_thumbL,b'ebb680ec82b0ec8b9cecb2adec9e90ebafb8eb9494ec96b4ec84bced84b0ec9d9820eca095ed9a8cec9b90ec9db4eb9dbceba9b420eb8884eab5aceb82982031ec9db820ebafb8eb9494ec96b4ec9d9820eabf88ec9d8420ed8ebcecb9a020ec889820ec9e88eb8ba42e20ebb0a9ec86a1eca09cec9e91ec979020ed9584ec9a94ed959c20eab590ec9ca1ebb680ed84b02c20ec9881ec8381ec9ea5ebb98420eb8c80ec97ac2c20ed8eb8eca791ec8ba4eab3bc20eb85b9ec9d8cec8ba420ec9db4ec9aa9ec9db420ebaaa8eb919020ebacb4eba38cec9db4eb8ba42e20ed9599ec839deb93a4ec9d8420ec9c84ed959c20eba79eecb6a4ed989520ec8a',POINT (129.1302 35.17255)
313,구포어린이교통공원,북구,35.200867,129.0008,구포어린이교통공원,어린이들의 교통안전교육은 구포어린이교통공원에서,-,부산광역시 북구 낙동북로 687,https://www.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000103001004001&cpath=,"도시철도 2호선 구명역 2번 출구 도보 5분버스 124, 128-1, 169, 169-1 구남시장 하차 도보 7분주차 구포어린이교통공원 주차장",-,"매주 일요일, 법정공휴일",평일 10:00~18:00(단체체험관람)주말(토요일) 10:00~13:00(개별자유관람),무료,"엘리베이터, 휠체어접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226182356876_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226182356876_thumbL,"교통안전교육도 받고 신나게 뛰어놀 수도 있는 곳, 어린이들의 천국, 구포어린이교통공원을 소개한다.어린이들의 교통안전 조기교육을 목적으로 현장중심의 체계적인 교육프로그램을 운영하",POINT (129.0008 35.200867)
314,부산솔로몬로파크,북구,35.200798,129.00198,부산솔로몬로파크,놀면서 배우는 법의 모든 것 솔로몬로파크,-,부산광역시 북구 낙동북로 755,http://www.lawnorder.go.kr/solomonbs/,도시철도 2호선 구명역 2번 출구 도보 15분버스 169-1 부산솔로몬로파크 하차주차 부산솔로몬로파크 주차장,-,"1월 1일, 명절연휴",*실내체험관 10:00~17:30 *야외놀이터-단체: 평일 11:00 ~ 12:00 / 주말 13:00 ~ 14:00-개인: 평일 15:00 ~ 16:00 / 주말 10:00 ~ 16:00,무료,"장애인 주차구역, 장애인 화장실, 점자블록, 엘리베이터, 휠체어접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226183133502_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226183133502_thumbL,재미없고 지루한 법은 이제 안녕. 법을 쉽게 배우고 재미있게 체험할 수 있는 솔로몬로파크로 가자.솔로몬로파크는 법교육 테마공원으로 법놀이터와 법체험관으로 나누어 각각 다양한 체험과,POINT (129.00198 35.200798)
315,부산어촌민속관,북구,35.234074,129.00859,부산어촌민속관,어촌문화여행 부산어촌민속관,-,부산광역시 북구 학사로 128,http://www.busan.go.kr/sea/onfolkintro,"도시철도 2호선 화명역 1번 출구 도보 12분버스 111, 121, 126, 15, 59, 금정구1, 북구3 와석 하차 도보 11분주차 부산어촌민속관 주차장",-,"매주 월요일, 1월 1일",화~일 09:00~18:00(입장마감 17:00),무료,"장애인 주차구역, 장애인전용 화장실, 엘리베이터, 휠체어접근 가능, 휠체어 무료대여, 안내견 동반 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226184130120_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226184130120_thumbL,b'eca780eab888ec9d8020eab1b0eb8c80ed959c20ed95b4ec9691eab480eab491ec8898eb8f84ec9d9820ec8381eca795ec9db420eb9098ec9788eca780eba78c20eab3bceab1b020ebb680ec82b0ec9d8020eca1b0eab7b8eba78c20ec96b4ecb48ceba788ec9d84ec979020eca780eb8298eca78020ec958aec9598eb8ba42e20ec98a4eba19ceca78020ebb094eb8ba4ec998020eb8299eb8f99eab095ec979020ec82b6ec9d8420ec9d98eca780ed9598eba9b020ec96b4ecb48cebacb8ed9994eba5bc20eabd83ed94bcec9ab420ec84a0eca1b0eb93a4ec9d9820ec82b6ec9d8420ec97bfebb3bc20ec889820ec9e88eb8a9420ebb680ec82b0ec96',POINT (129.00859 35.234074)
325,삼락생태공원,사상구,35.16884,128.97397,삼락생태공원,"봄, 여름, 가을, 겨울이 다 달라 삼락생태공원",삼락생태공원의 매력을 찾아서,부산광역시 사상구 낙동대로 1231,-,"부산김해 경전철 괘법르네시떼 1번 출구 도보 16분버스 8, 15, 31, 33, 59, 61, 62, 77, 110, 123, 126, 138-1, 160, 161, 169, 338 삼락생태공원 하차주차장 공원 및 인근 주차장 이용",-,연중무휴,상시,무료,"장애인 주차장, 장애인 화장실, 휠체어접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227101820124_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227101820124_thumbL,유유히 흘러가는 낙동강 줄기 옆으로 삼락동 둔치에 넓게 자리 잡은 삼락생태공원. 넓이만 472만 2000㎡에 이르는 공원은 계절마다 각기 다른 매력을 뽐내며 방문객의 사랑을 받고 있다. 특히 부,POINT (128.97397 35.16884)
326,"암남공원, 송도해안볼레길",서구,35.058804,129.01566,암남공원/송도해안볼레길,"암남반도 남쪽 끝자락, 암남공원을 만나다",볼수록 매력있는 송도해안볼레길,부산 서구 암남공원로 185,b'68747470733a2f2f7777772e627373656f67752e676f2e6b722f746f75722f626f6172642f766965772e646f3f626f61726449643d4242535f30303030303831266d656e7543643d444f4d5f303030303030333034303033303030303030267374617274506167653d3126646174615369643d3530313128ec9594eb82a8eab3b5ec9b90292068747470733a2f2f7777772e627373656f67752e676f2e6b722f746f75722f626f6172642f766965772e646f3f626f61726449643d4242535f30303030303738266d656e7543643d444f4d5f303030303030333034303131303030303030267374617274506167653d3126646174615369643d35393628ec',"도시철도 1호선 자갈치역 하차- 1번출구- 자갈치역, 충무동교차로 정류장까지 도보 이동- 버스(7번) 환승- 암남공원 정류장 하차주차 암남공원 공영주차장 이용(유료)",상시,연중무휴,매일,무료,"장애인 주차구역, 장애인 화장실, 휠체어접근 가능구간 있음",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227112720050_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227112720050_thumbL,b'ec868ceb8298ebacb420ec88b220ec82acec9db4eba19c20ebb3b4ec9db4eb8a9420eb82a8ed95b420ebb094eb8ba42eeab7b820ec9c84eba19c20ebb984ecb998eb8a9420ed9687ebb99b2eebb098eca79dec9db4eb8a9420ebacbceab2b020ec82acec9db4eba19c20eb96a020ec9e88eb8a9420ebb0b0eb93a4ec9d9820ebaaa8ec8ab52eec97aced9689ec9e90ec9d9820eba788ec9d8cec979020ec97acec9ca0eba5bc20ec84a0ebacbced9598eb8a9420ec9584eba684eb8ba4ec9ab420eab3b32c20ec9594eb82a8ebb098eb8f8420eb82a8ecaabd20eb819dec9e90eb9dbdec979020ec9c84ecb998ed959c20ec9594eb82a8eab3b5ec9b90ec',POINT (129.01566 35.058804)
333,장림포구 (부네치아),사하구,35.080727,128.95694,장림포구 (부네치아),알록달록 포토존 가득한 부네치아 장림포구,오래된 포구의 형형색색 새로운 변신,부산광역시 사하구 장림로93번길 72,https://www.saha.go.kr/tour/contents.do?mId=0107000000,"도시철도 1호선 장림역 하차 후, 마을버스 5번 환승 후 장림포구 하차, 도보 2분 이동버스 : 부산역에서 338번 버스 승차, 장림시장 하차, 도보 18분 이동",-,연중무휴,-,"무료(카페이용, 체험비 별도)",휠체어접근 가능,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227160751479_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227160751479_thumbL,b'ed95b4ec9ab4eb8c802c20eab491ec9588eba6ac20eb93b120eb8f99ebb680ec82b0ec979020ebb984ed95b420eca1b0ebaa8520ebb09beca78020ebaabbed9598eb8d9820ec849cebb680ec82b0ec9db420ecb59ceab7bc20eba78eec9db420ec82aceb9e91ebb09beab3a020ec9e88eb8ba42e20ebb680eb84a4ecb998ec9584eab7b8eb9ea820eb93b120534e53eba5bc20ed86b5ed95b420ec958ceba0a4eca780eab8b020ec8b9cec9e91ed959c20ec9ea5eba6bced8faceab5aceb8a9420ebb680ec82b0ec9d9820ebb2a0eb84a4ecb998ec95842c20eca68920e28098ebb680eb84a4ecb998ec9584e28099eba19c20ebb688eba6aceba9b020eb',POINT (128.95694 35.080727)
334,가덕도,강서구,35.022896,128.8172,가덕도,아는 만큼 보이는 섬 가덕도,숨겨진 부산의 역사를 찾아가다,부산광역시 강서구 가덕해안로 21,-,도시철도 1호선 하단역 하차 → 버스 520 환승 → 동중마을 정류장 하차,-,연중무휴,상시,무료,일부 구간 휠체어접근 가능,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227161822663_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227161822663_thumbL,b'eab7b8eba6bc20ec868d20ed928deab2bdecb298eb9fbc20eb8888ec9db420ec8b9ceba6b020ed91b8eba5b820ebb094eb8ba42c20ecb29ced989cec9d9820ec9e90ec97b0eab2bdeab4802c20eab7b8eb9faceb829820ec9584ebacbceca78020ec958aec9d8020eca084ec9f81ec9d9820eab8b0ec96b52eec97aceab8b0eb8a9420eab080eb8d95eb8f84eb8ba42eeb8299eb8f99eab09520ebacbceca484eab8b0eab08020eab8b420ec97aceca095ec9d8420eb819deb82b4eab3a020eb82a8ed95b4eba19c20ed9d98eb9faceb939ceb8a9420eab09520ed9598eab5ac2c20ec9584eba684eb8ba4ec9ab420ebaaa8eb9e98ec84ac20eb92a4eba1',POINT (128.8172 35.022896)
335,렛츠런파크 부산경남,강서구,35.1566,128.87521,렛츠런파크 부산경남,"즐거움과 편안함, 두근거림이 함께하는 렛츠런파크",가족이 함께하기 좋은 말 테마파크,부산광역시 강서구 가락대로 929,http://park.kra.co.kr/busan_main.do,b'eca28cec849debb284ec8aa4203232302c2032323120eba09becb8a0eb9fb0ed8c8ced81ac20ec9e85eab5ac20ed9598ecb0a8ec8b9ceb82b4ebb284ec8aa4203420eba09becb8a0eb9fb0ed8c8ced81ac20ed9598ecb0a8eba788ec9d84ebb284ec8aa420eab095ec849ceab5ac372c20eab095ec849ceab5ac372d3220eba09becb8a0eb9fb0ed8c8ced81acec9e85eab5ac20ed9598ecb0a8ec8594ed8b80ebb284ec8aa42028eab8887eec9dbc20ec9ab4ed968929ed9598eb8ba82feca3bceba18020eb85b8ec84a0203a20eb8f84ec8b9cecb2a0eb8f8420ed9598eb8ba8ec97ad2035ebb28820ecb69ceab5ac2c20eca3bceba180ec97ad2038eb',-,월~화,수~일 09:30~18:00,"경마경기일 2,000원비경마경기일 무료조랑말 승마체험 2,000원슬레드힐 2,000원","엘리베이터, 장애인 화장실",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227163229549_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227163229549_thumbL,"다양한 종류의 테마파크가 있지만, ‘말 테마파크’로는 이 곳을 따라올 곳은 없다. 입구에서부터 역동적인 말 동상이 우리를 반기는 곳, 바로 렛츠런파크 부산경남이다.거대한 아치형 정문과",POINT (128.87521 35.1566)
340,국립부산과학관,기장군,35.20468,129.2127,국립부산과학관,과학을 알면 미래가 보인다! 국립부산과학관,"어린이에게는 더 큰 상상력을, 어른에게는 동심을 떠올리게 해주는 과학의 배",부산광역시 기장군 기장읍 동부산관광6로 59,https://www.sciport.or.kr/kor/Main.do,도시철도 동해선 오시리아역 1번 출구 → 버스 185 환승 → 국립부산과학관 하차도시철도 2호선 장산역 5번?7번 출구 → 버스 185 환승 → 국립부산과학관 하차주차 국립부산과학관 주차장(유료),-,"매주 월요일, 1월 1일, 설날?추석 당일",화~일 09:30~17:30(입장 16:30분까지),연령별 상이(홈페이지 참조),"장애인 화장실, 엘리베이터, 장애인 주차구역, 경사로, 휠체어접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227172536751_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227172536751_thumbL,b'313134eba78c20ebaa852c20eab5adeba6bdebb680ec82b0eab3bced9599eab48020ec9ca0ecb998ec849cebaa85ec9d8420ed95a020eb958c20ecb0b8eab080ed959c20ebb680ec82b0ec8b9cebafbcec9d9820ec88abec9e90eb9dbceab3a020ed959ceb8ba42e20ebb680ec82b0ec9db8eab5aceab08020333530eba78c20ebaa8520ecafa420eb9098eb8b88eab98c2c20ec96bceba788eb829820eba78eec9d8020ebb680ec82b0ec8b9cebafbceb93a4ec9db420eab3bced9599eab480ec9d8420ec9b90ed9688eb8a94eca78020eb8a90eb828420ec889820ec9e88eb8ba42e20ec9db4eba087eab28c20ed81b020eab480ec8baceab3bc20ec9d',POINT (129.2127 35.20468)
343,송상현광장,부산진구,35.166397,129.06595,송상현광장,흐름과 소통의 연결고리 송상현광장,-,부산광역시 부산진구 중앙대로 818,http://www.songsanghyeon.com/song/Main.do,"도시철도 1호선 부전역 8번 출구 도보 2분버스 5-1, 10, 20, 29, 31, 33, 43, 52, 57, 62, 77, 80, 86, 87, 99, 110-1, 111, 129-1, 141, 1002 송상현광장 하차주차 송상현광장 주차장",-,-,상시,무료,"장애인 주차구역, 장애인 화장실, 점자블록(화장실입구), 휠체어 접근 가능, 엘리베이터",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227175243198_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227175243198_thumbL,b'eb8f84ec8bac20ed959ceab080ec9ab4eb8db020ec9584eba684eb8ba4ec9ab420ec88b2eab3bc20ec8ba4eab09cecb29cec9d8420eab084eca781ed959c20ec86a1ec8381ed9884eab491ec9ea52c20ec82b0eb93a4ebb094eb9e8c20ebb680eb8a9420eb82a0ec979020eba994ed8380ec84b8ecbfbcec9db4ec958420eb8298ebacb420ec9584eb9e98ec9790ec849c20eb8298eba78cec9d9820ec97acec9ca0eba5bc20eca690eab8b0eab8b0ec979020ec9588ec84b1eba79eecb6a4ec9db820eab3b3ec9db4eb8ba42e20ecb9b4ed8e98ec998020ec95bcec99b8eab3b5ec97b0ec9ea520eb93b120ed8eb8ec9d98ec8b9cec84a4eb8f8420eab0',POINT (129.06595 35.166397)
344,어린이대공원,부산진구,35.184998,129.04153,부산어린이대공원,아이와 함께 자연 속으로 어린이대공원,-,부산광역시 부산진구 새싹로 295,http://bschildpark.bisco.or.kr/,"버스 54, 63, 81, 133 어린이대공원 하차주차 어린이대공원 주차장(유료)",-,연중무휴,상시,무료,"장애인 주차구역, 장애인 화장실, 휠체어접근 가능, 휠체어 무료대여, 엘리베이터, 안내견 동반 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227180139517_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227180139517_thumbL,b'ec9584ec9db4ec998020ed95a8eabb98eb9dbceba9b43f20ec9dbceb8ba820ec96b4eba6b0ec9db4eb8c80eab3b5ec9b90ec9cbceba19c20eab080ec9e902eebb680ec82b020ec96b4eba6b0ec9db4eb8c80eab3b5ec9b90ec9db420ec9584eba684eb8ba4ec9ab420ec889ced9998ec82b0ecb185eba19cec9d9820ed8384ec839deab3bc20ed95a8eabb9820eab080eca1b120ebb0a9ebacb8eab09deb93a4ec9d9820ecb59cec95a020ec9ea5ec868ceba19c20ebb380ebaaa8ed9688eb8ba42e20ec96b4eba6b0ec9db4ed9a8ceab480ec979020ec9db4eba5b4eb8a9420eab8b8ec9d8020ec98a4eba5b4eba789ec9db4eab8b420ed9598eca780eb',POINT (129.04153 35.184998)
346,국립부산국악원,부산진구,35.17132,129.05424,국립부산립국악원,신명천지 국립부산국악원,-,부산광역시 부산진구 국악로2,http://busan.gugak.go.kr/,"버스 33, 44, 63, 83-1, 103 국립부산국악원 하차주차 부립부산국악원 주차장(무료)",-,연중무휴,매일 09:00~22:00,공연별 상이,"장애인 주차구역, 장애인 화장실, 점자손잡이, 점자블록, 엘리베이터, 휠체어 접근 가능. 휠체어 무료대여, 오디오가이드, 장애인 전용 관람석",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227181259877_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227181259877_thumbL,b'ebb680ec82b03fec9881eb82a820eca780ec97adec9d9820eca095ec849ceab08020eb8bb4eab8b420eca084ed86b520eab3b5ec97b0ebbf9020ec9584eb8b88eb9dbc20eca084eab5ad20ed8c94eb8f84ec9d9820ed9da5ec9d8420ebaaa8ec958420ec8388eba19cec9ab420eab5adec9585ec9d9820ec96bceab5b4ec9d8420ebb3b4ec97aceca3bceb8a9420eab5adeba6bdebb680ec82b0eab5adec9585ec9b902e20ec9ab0eba6ac20eab080eb9dbdeab3bc20ed95a8eabb9820ec8ba0ebaa85eb8298eb8a9420eab5adec9585ec9d9820ed96a5ec97b0ec9db420ec9dbc20eb858420eb82b4eb82b420ed8ebcecb390eca780eb8a9420eab3b3ec',POINT (129.05424 35.17132)
347,삼광사,부산진구,35.175694,129.04338,삼광사,부처님의 세 가지 염원 삼광사,-,부산광역시 부산진구 초읍천로43번길 77,http://www.samkwangsa.or.kr/index2.php,"도시철도 2호선 서면역 9번 출구 영광도서 맞은편 정류장 → 마을버스 부산진구15 환승 → 삼광사 경내 정류장 하차버스 44, 54, 63, 81, 133 삼광사 입구 하차 도보 이동주차 삼광사 주차장(무료)",-,연중무휴,상시,무료,휠체어 접근 가능,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227184611977_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227184611977_thumbL,산새 아름다운 백양산 자락에 웅장한 자태 뽐내며 아랫동네를 품에 가득 안고 있는 삼광사. 규모가 큰 사찰이지만 관음기도도량으로 조용히 기도를 드리는 사람이 많다. 부처님 진신사리가 봉,POINT (129.04338 35.175694)
348,청사포와 미포,해운대구,35.1602,129.19138,청사포와 미포,도심 속 작은 어촌마을 청사포와 미포,소박한 바다감성을 느낄 수 있는 곳,청사포 부산광역시  해운대구 청사포로128번길 25미포 부산광역시 해운대구 달맞이길62번길,-,b'ecb2adec82aced8faceb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020ec9ea5ec82b0ec97ad2035ebb28820ecb69ceab5ac20e2869220eba788ec9d84ebb284ec8aa420ed95b4ec9ab4eb8c80eab5ac3220ed9998ec8ab920e2869220ecb2adec82aced8fac20ec8a88ed8dbc20ed9598ecb0a820eb8f84ebb3b42033ebb684ebb680ec82b0ec8b9ced8bb0ed88acec96b4ebb284ec8aa420eba088eb939ceb9dbcec9db828ebb680ec82b0ec97ad2920e2869220ebb894eba3a8eb9dbcec9db820ed9998ec8ab928ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea52920e2869220ecb2adec82aced8fac20ed9598ecb0a8eca3bcecb0a820ecb2',-,연중무휴,상시,무료,"장애인 주차구역, 휠체어 접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227190325222_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227190325222_thumbL,b'ebb684ebaa85ed9e8820ebb680ec82b020ec8b9ceb82b4ec979020ec9e88eca780eba78c20eba980eba6ac20eb96a8ec96b4eca78420ec96b4ecb48ceba788ec9d84eba19c20ec98a820eb93afed959c20eab8b0ebb684ec9d8420ec84a0ec82aced95b4eca3bceb8a9420ecb2adec82aced8facec998020ebafb8ed8fac2c20eab7b820ec868cebb095ed959c20ed928deab2bd20ec868dec9cbceba19c20eb96a0eb829ceb8ba42eecb2adec82aced8facec9d9820e28098ecb2adec82ace28099eb8a9420e28098ed91b8eba5b820ebaaa8eb9e98e2809920eb9dbceb8a9420eb9cbbec9db4eb8ba42e20ec9db4eba684eba78c20eb93a4ec96b4eb8f',POINT (129.19138 35.1602)
351,뮤지엄다,해운대구,35.171303,129.12901,뮤지엄다,시간에 색깔이 채워지는 공간 뮤지엄다,"일방적 관람이 아닌, 관객이 작품이 되는 곳",부산광역시 해운대구 센텀서로 20,https://kunst1.co.kr/museumone,"도시철도 2호선 센텀시티역 6번 출구 도보 5분버스 141, 155, 40, 5-1, 63, 1001, 1002, 1007번 센텀시티역 하차 도보 7분",-,-,평일 10:00 ~ 19:00(입장 18:00까지) 주말 10:00 ~ 20:00(입장 19:00까지),"성인 18,000원 청소년 15,000원 어린이 13,000원","엘리베이터, 장애인화장실",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227192655705_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227192655705_thumbL,미술관하면 ‘정숙’이라는 단어가 먼저 떠오를지도 모르겠다. 하지만 이 미술관에서는 전시장 바닥에 핀 형형색색의 꽃 위로 껑충껑충 뛰어다니는 아이들이다. 일방적으로 보는 미술관이 아,POINT (129.12901 35.171303)
354,부산시민공원,부산진구,35.16841,129.05739,부산시민공원,"부산시민의 품으로 되돌아온 쉼터, 부산시민공원",도심 속 소풍을 즐겨보자!,부산광역시 부산진구 시민공원로 73,http://citizenpark.or.kr/,"도시철도 1호선 부전역 1번 출구 도보 10분버스 33, 44, 63, 179 부산시민공원 하차 도보 6분주차 부산시민공원 주차장(유료)",-,연중무휴,매일 05:00 - 24:00,무료,"휠체어접근 가능, 휠체어 대여, 장애인 화장실, 전동보장구 급속충전기, 엘리베이터",https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194942971_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194942971_thumbL,"군부대와 공원. 정반대에 놓여있는 느낌의 두 단어다. 하지만 군부대가 공원으로 다시 태어난 곳이 있으니, 바로 부산시민공원이다. 광복 후 미군 하야리아 부대로 이 땅이 불린지 70여 년 만에",POINT (129.05739 35.16841)
358,"호천마을(한,영,중간,중번,일)",부산진구,35.144295,129.05106,호천마을,‘쌈마이 감성’ 가득한 호랑이마을 호천마을,별빛이 쏟아져 내린 듯한 야경을 가진 곳,부산광역시 부산진구 엄광로 491,-,버스 서면 롯데백화점 부산본점 맞은편 버스정류장 87 탑승 → 호천마을 입구 하차,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202219554_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202219554_thumbL,b'ebb680ec82b0ec9d9820ed8ab9ec838920eca49120ed9598eb8298eba19c20ec82b0ebb3b5eb8f84eba19ceab08020eabcbded9e88eab3a02c20eab7b820eca49120eab080ec9ea520ec9ca0ebaa85ed959c20eab3b3ec9d8420eabcbdec9e90eba9b420eab090ecb29cebacb8ed9994eba788ec9d84ec9db420ec9e88eb8ba42e20eab7b8eba6aceab3a020eb989020eb96a0ec98a4eba5b820ec82b0ebb3b5eb8f84eba19c20eba788ec9d84ec9db420ec9e88ec9cbceb8b8820ebb094eba19c20eb939ceb9dbceba78820e28098ec8c88eba788ec9db4ec9ba8ec9db4e2809920ecb4acec9881eca780eba19c20ec958ceba0a4eca78420ed98b8ecb2',POINT (129.05106 35.144295)
359,"봉래산(한,영,중간,중번,일)",영도구,35.08219,129.05524,봉래산,봉래산 전망이 끝내줘요~!,-,부산광역시 영도구 신선동3가 산3,-,"도시철도 1호선 남포역 6번 출구 → 버스 508, 71 환승 → 절영종합사회복지관 하차 등산로 방향 도보 이동",-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202829011_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227202829011_thumbL,b'ebb489ed99a9ec9db420eb82b4eba0a4ec98a8eb8ba4eb8a9420ec82b020ec9db4eba684ec9db420eb8488ebacb420eab1b0ecb0bded9598eb8ba4eab3a03f20ebb489eb9e98ec82b0ec979020ec98aceb9dbc20eba788ecb9a8eb82b420eab7b820ed928deab491ec9d8420eab080eca780eb8a9420ec889ceab08420ec9db4eba684ec979020eb8c80ed959c20ec9d98eab5acec8bacec9d8020ec82aceb9dbceca784eb8ba42eec9ab8ed8981ebb688ed898120ebb094ec9c8420ec82acec9db420eab080ed8c8ceba5b820eab2bdec82aceba5bc20ec98a4eba5b4eab8b0eb8f8420ed9598eab3a02c20ec8aa4eba980ec8aa4eba98020ebacbcec95',POINT (129.05524 35.08219)
